Frequencia	Intensidade
6.15653E14	336
6.15575E14	349
6.15498E14	373
6.1542E14	241
6.15343E14	140
6.15266E14	347
6.15188E14	471
6.15111E14	381
6.15033E14	273
6.14956E14	229
6.14879E14	200
6.14802E14	270
6.14724E14	610
6.14647E14	358
6.1457E14	295
6.14493E14	258
6.14415E14	287
6.14338E14	174
6.14261E14	345
6.14184E14	550
6.14107E14	329
6.1403E14	370
6.13953E14	302
6.13876E14	153
6.13799E14	213
6.13722E14	484
6.13645E14	387
6.13568E14	331
6.13491E14	368
6.13414E14	194
6.13337E14	296
6.1326E14	545
6.13183E14	396
6.13106E14	313
6.13029E14	262
6.12953E14	269
6.12876E14	237
6.12799E14	231
6.12722E14	508
6.12646E14	373
6.12569E14	323
6.12492E14	323
6.12415E14	150
6.12339E14	256
6.12262E14	610
6.12186E14	374
6.12109E14	311
6.12032E14	254
6.11956E14	231
6.11879E14	270
6.11803E14	331
6.11726E14	519
6.1165E14	433
6.11573E14	375
6.11497E14	267
6.1142E14	169
6.11344E14	261
6.11268E14	399
6.11191E14	347
6.11115E14	239
6.11038E14	343
6.10962E14	187
6.10886E14	285
6.1081E14	467
6.10733E14	399
6.10657E14	285
6.10581E14	394
6.10505E14	249
6.10428E14	187
6.10352E14	330
6.10276E14	572
6.102E14	432
6.10124E14	301
6.10048E14	309
6.09972E14	212
6.09896E14	388
6.0982E14	502
6.09744E14	346
6.09668E14	258
6.09592E14	280
6.09516E14	189
6.0944E14	159
6.09364E14	355
6.09288E14	524
6.09212E14	439
6.09136E14	307
6.0906E14	216
6.08984E14	141
6.08909E14	304
6.08833E14	484
6.08757E14	414
6.08681E14	274
6.08606E14	340
6.0853E14	171
6.08454E14	213
6.08379E14	505
6.08303E14	403
6.08227E14	289
6.08152E14	346
6.08076E14	319
6.08E14	173
6.07925E14	273
6.07849E14	512
6.07774E14	303
6.07698E14	311
6.07623E14	331
6.07547E14	154
6.07472E14	237
6.07396E14	532
6.07321E14	430
6.07246E14	300
6.0717E14	463
6.07095E14	262
6.0702E14	208
6.06944E14	195
6.06869E14	543
6.06794E14	516
6.06718E14	290
6.06643E14	281
6.06568E14	121
6.06493E14	475
6.06418E14	636
6.06342E14	378
6.06267E14	348
6.06192E14	303
6.06117E14	138
6.06042E14	248
